rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R197TQ,2025-05-25,Delhi,15,13,1,2,71.77,10.81,787.99,80,28.28,147.52,51,6.6,4.64,20.91,3
R832JT,2025-05-25,Hyderabad,14,12,1,1,65.25,8.84,720.78,80,17.42,148.79,84,6.64,4.77,19.87,8
R999JP,2025-05-25,Kolkata,14,11,0,3,65.96,8.06,805.19,80,12.77,145.74,74,5.55,4.64,21.74,4
R503EK,2025-05-25,Delhi,21,14,0,3,97.63,23.27,1134.56,100,23.17,234.98,85,7.42,4.29,27.12,5
R233TY,2025-05-25,Delhi,14,11,0,0,62.43,1.45,642.22,80,15.91,138.88,36,4.62,4.44,23.61,6
R350TF,2025-05-25,Chennai,22,19,2,3,104.75,10.66,1191.78,100,25.88,215.11,21,7.77,4.45,20.52,5
R507AL,2025-05-25,Bangaluru,15,10,1,1,69.9,5.12,914.77,80,15.1,195.81,40,5.04,4.07,22.55,11
R303BW,2025-05-25,Mumbai,18,13,0,0,80.41,17.81,863.84,100,22.78,204.83,65,6.94,4.28,23.76,3
R796OQ,2025-05-25,Hyderabad,12,8,1,2,47.39,3.93,431.75,0,18.43,114.64,84,4.87,4.03,21.23,3
R456ID,2025-05-25,Chennai,16,10,3,3,72.67,5.51,725.91,80,26.92,144.24,86,7.11,4.19,19.92,5
R466KO,2025-05-25,Hyderabad,12,10,0,1,56.1,5.67,584.21,0,9.62,122.71,75,4.6,4.48,24.52,10
R784JA,2025-05-25,Mumbai,30,22,2,1,131.66,30.87,1581.27,120,28.49,409.1,49,11.39,4.13,19.61,4
R641IO,2025-05-25,Kolkata,12,11,3,2,54.84,13.27,514.23,0,14.48,151.63,65,5.01,4.79,24.28,3
R807HY,2025-05-25,Kolkata,15,9,3,0,66.41,4.71,654.98,80,29.65,158.34,85,6.07,4.28,25.47,3
R517KN,2025-05-25,Delhi,19,17,3,2,87.47,3.41,957.75,100,25.5,180.25,46,6.4,4.67,24.92,6
R957DZ,2025-05-25,Bangaluru,15,11,3,0,71.9,6.64,835.2,80,22.98,200.03,42,6.57,4.19,19.53,5
R671CI,2025-05-25,Kolkata,13,10,1,0,62.3,12.18,580.53,80,12.24,156.32,36,4.31,4.57,26.02,3
R174LG,2025-05-25,Kolkata,15,13,1,3,64.88,11.79,705.74,80,23.86,206.23,60,6.11,4.68,22.58,4
R499AF,2025-05-25,Hyderabad,21,17,1,2,88.39,29.37,941.26,100,26.02,296.77,56,8.82,4.69,21.04,8
R809GC,2025-05-25,Kolkata,15,11,1,0,64.69,12.38,642.94,80,18.83,196.9,54,5.67,4.44,21.04,5
R804GT,2025-05-25,Mumbai,16,14,3,1,66.95,15.63,652.9,80,27.45,200.21,48,5.72,4.54,25.18,6
R952GY,2025-05-25,Hyderabad,13,8,1,2,58.76,1.36,631.75,80,18.26,119.84,85,5.8,4.35,20.31,12
R636BP,2025-05-25,Delhi,15,9,0,3,68.49,2.88,649.45,80,15.68,153.83,82,4.9,4.01,26.89,0
R116NN,2025-05-25,Mumbai,27,20,1,2,129.49,30.87,1392.43,120,48.54,403.52,69,12.28,4.29,19.43,5
R303CK,2025-05-25,Chennai,24,20,3,1,111.93,29.16,1221.35,120,36.6,364.27,83,10.07,4.76,23.88,5
R195YB,2025-05-25,Kolkata,26,16,2,1,113.3,33.9,1295.24,120,20.45,314.73,30,9.36,4.0,20.57,3
R170MS,2025-05-25,Delhi,14,10,0,0,63.27,14.06,594.69,80,15.51,187.39,76,5.51,4.14,27.04,6
R334FL,2025-05-25,Hyderabad,17,13,2,0,72.86,7.27,646.51,80,16.76,157.68,46,5.86,4.24,20.79,11
R890VS,2025-05-25,Bangaluru,23,18,1,3,106.87,24.19,1117.14,120,25.15,247.42,53,8.4,4.41,24.0,11
R583BD,2025-05-25,Mumbai,18,12,0,1,86.84,13.91,713.15,100,17.52,204.67,46,7.13,4.28,20.72,1
R962UY,2025-05-25,Kolkata,18,13,3,2,80.92,16.76,832.09,100,17.97,206.03,73,7.27,4.56,20.64,6
R896FM,2025-05-25,Delhi,22,16,3,0,110.84,6.21,1087.13,100,20.23,217.68,18,7.25,4.15,22.19,2
R241TE,2025-05-25,Chennai,15,12,3,0,61.91,8.73,727.82,80,16.68,134.32,47,4.48,4.52,25.64,2
R267DJ,2025-05-25,Hyderabad,18,13,3,3,78.6,7.32,892.66,100,29.83,236.32,89,7.29,4.24,21.42,9
R807IA,2025-05-25,Hyderabad,17,12,1,3,79.48,19.94,1011.88,80,35.69,203.84,84,7.1,4.85,27.25,7
R291SO,2025-05-25,Bangaluru,20,16,3,0,95.14,8.26,1124.22,100,30.75,255.63,46,8.38,4.68,19.47,1
R302GG,2025-05-25,Chennai,21,15,3,2,93.13,25.75,973.58,100,31.84,295.9,72,8.45,4.75,22.54,1
R993XD,2025-05-25,Kolkata,14,9,0,2,65.69,5.95,672.57,80,15.41,166.73,81,5.77,4.07,20.29,6
R309BM,2025-05-25,Bangaluru,11,8,2,0,51.35,12.07,490.2,0,14.42,168.52,87,5.59,4.56,21.89,5
R740AB,2025-05-25,Bangaluru,24,15,2,0,98.42,16.03,1070.45,120,37.05,282.06,62,8.4,4.05,22.57,9
R492RF,2025-05-25,Bangaluru,20,15,2,2,88.9,12.79,900.77,100,24.42,223.45,40,6.61,4.8,22.63,11
R186QG,2025-05-25,Chennai,23,15,3,0,109.87,8.05,1240.47,120,35.08,218.35,80,8.69,4.12,25.0,4
R672RH,2025-05-25,Hyderabad,12,9,0,2,56.67,13.88,572.66,0,20.49,179.83,60,5.58,4.13,21.94,3
R573ZS,2025-05-25,Mumbai,22,14,1,2,102.29,12.87,1232.66,100,35.66,285.34,81,9.51,4.19,21.15,0
R291BV,2025-05-25,Mumbai,30,21,1,3,135.02,31.06,1509.44,120,41.57,355.96,22,13.23,4.04,22.03,1
R251OK,2025-05-25,Mumbai,21,16,2,0,94.42,28.0,1114.61,100,29.41,311.85,77,9.35,4.39,19.42,2
R666SS,2025-05-25,Mumbai,27,19,3,3,118.54,30.27,1442.15,120,50.15,290.39,42,10.8,4.11,21.75,1
R561DF,2025-05-25,Mumbai,23,17,2,0,101.38,11.52,1034.42,120,34.59,270.18,39,8.09,4.4,24.4,4
R604EM,2025-05-25,Mumbai,14,12,0,1,57.91,5.48,697.86,80,26.4,152.19,43,5.18,4.54,21.2,3
R429BY,2025-05-25,Hyderabad,13,10,0,3,62.35,7.94,598.23,80,18.72,196.04,59,5.77,4.54,19.75,3
R198ZB,2025-05-25,Mumbai,18,14,1,1,82.8,15.12,789.55,100,14.26,265.42,73,6.04,4.59,26.35,5
R802GI,2025-05-25,Hyderabad,13,10,0,1,53.15,14.55,610.28,80,19.47,161.99,37,4.53,4.12,24.18,11
R991TD,2025-05-25,Hyderabad,11,9,1,2,49.21,7.57,461.29,0,15.78,150.92,78,4.48,4.71,24.71,1
R838NB,2025-05-25,Delhi,18,14,1,1,76.86,19.44,926.91,100,31.96,176.93,83,7.62,4.76,23.94,4
R499EJ,2025-05-25,Mumbai,25,20,3,3,117.95,32.81,1288.79,120,34.51,408.67,75,10.77,4.56,21.68,1
R581BI,2025-05-25,Mumbai,23,20,3,2,108.46,4.28,1292.59,120,21.79,250.01,45,6.86,4.54,24.4,4
R771KE,2025-05-25,Bangaluru,23,15,0,2,102.08,22.58,897.44,120,31.88,245.42,74,9.5,4.37,19.69,12
R521HV,2025-05-25,Mumbai,18,14,3,3,81.59,12.56,786.22,100,15.46,213.97,82,6.66,4.68,22.36,0
R336AF,2025-05-25,Kolkata,22,16,0,0,102.13,30.26,1002.14,100,31.2,264.04,71,10.21,4.44,19.91,1
R639ZS,2025-05-25,Mumbai,22,15,2,3,100.63,4.84,1170.54,100,23.25,225.97,82,8.07,4.11,21.64,1
R827JO,2025-05-25,Mumbai,23,17,1,2,105.68,27.98,1011.39,120,38.47,309.97,63,8.46,4.04,26.28,6
R225OI,2025-05-25,Chennai,12,9,0,1,51.51,7.19,587.77,0,12.87,148.97,40,3.9,4.78,24.63,2
R155WD,2025-05-25,Bangaluru,25,18,1,0,119.64,27.34,1022.21,120,27.82,385.23,73,9.9,4.15,22.51,12
R802QZ,2025-05-25,Delhi,19,14,0,3,87.07,12.66,799.86,100,29.19,222.81,39,6.53,4.13,26.5,0
R232LL,2025-05-25,Mumbai,23,16,1,2,98.91,8.74,1192.29,120,40.22,239.16,56,8.54,3.97,22.15,5
R991MA,2025-05-25,Delhi,24,17,3,0,109.64,5.04,1248.44,120,32.16,281.28,79,8.87,4.11,23.57,5
R358CV,2025-05-25,Bangaluru,22,14,1,3,106.04,18.85,1029.52,100,21.69,329.68,57,8.12,4.22,22.27,8
R407NX,2025-05-25,Hyderabad,14,9,3,2,62.95,7.51,605.17,80,21.75,170.19,54,5.24,4.23,24.66,1
R125FY,2025-05-25,Mumbai,9,5,1,2,40.9,10.35,493.1,0,10.74,114.66,79,4.81,4.36,19.78,4
R155BG,2025-05-25,Bangaluru,32,19,2,3,140.33,15.35,1420.39,120,55.12,291.8,33,14.5,4.0,22.0,0
R736FW,2025-05-25,Chennai,15,11,2,0,69.65,16.51,648.67,80,16.59,225.16,77,6.98,4.64,20.02,3
R332XH,2025-05-25,Chennai,16,13,0,3,66.97,1.96,772.83,80,16.18,148.32,80,5.81,4.5,23.02,4
R114KP,2025-05-25,Chennai,21,14,2,1,89.82,17.5,919.42,100,26.17,262.92,42,6.3,4.27,26.98,4
R479IZ,2025-05-25,Chennai,23,15,2,2,96.61,7.38,976.57,120,22.11,275.95,23,6.15,4.33,25.2,3
R426IV,2025-05-25,Mumbai,27,19,0,0,123.88,4.45,1067.86,120,43.49,317.53,50,8.99,4.17,22.73,3
R572AD,2025-05-25,Hyderabad,10,9,3,3,47.86,9.48,590.2,0,17.07,153.23,47,4.0,4.41,26.69,12
R195BQ,2025-05-25,Hyderabad,23,15,0,2,103.71,26.49,903.28,120,22.24,258.51,68,9.26,4.2,20.39,10
R754WW,2025-05-25,Chennai,16,11,0,2,72.34,3.16,696.53,80,21.58,200.36,38,6.06,4.16,20.22,2
R928JZ,2025-05-25,Chennai,13,9,0,0,62.33,8.81,709.59,80,15.39,173.39,47,5.15,4.19,22.04,6
R648BE,2025-05-25,Chennai,19,17,0,1,82.71,6.42,754.58,100,31.15,183.97,56,6.47,4.42,23.62,0
R582AY,2025-05-25,Chennai,14,10,1,0,68.51,13.09,685.9,80,14.82,167.91,27,4.58,4.3,26.41,1
R261WF,2025-05-25,Kolkata,21,16,1,0,87.8,11.38,815.89,100,29.66,232.91,77,7.94,4.54,20.02,3
R440TG,2025-05-25,Chennai,19,15,3,3,84.69,4.16,858.55,100,16.85,201.94,64,5.96,4.7,24.33,3
R789FM,2025-05-25,Chennai,23,15,2,0,108.59,31.52,1080.52,120,41.78,280.03,83,10.65,4.29,20.84,4
R971ZK,2025-05-25,Chennai,19,15,1,1,81.02,8.01,830.0,100,20.31,225.66,78,6.27,4.4,24.11,6
R810FD,2025-05-25,Mumbai,19,15,0,3,83.0,17.83,880.23,100,17.01,201.36,86,7.83,4.52,20.71,5
R322ZJ,2025-05-25,Bangaluru,16,13,2,3,65.77,12.46,707.62,80,19.09,187.5,37,6.15,4.63,20.46,5
R547RN,2025-05-25,Bangaluru,14,11,0,3,63.26,7.99,712.75,80,22.2,175.43,78,6.32,4.82,21.79,2
R138XX,2025-05-25,Delhi,16,12,0,0,75.63,10.98,728.63,80,17.83,156.1,62,6.5,4.03,19.86,5
R709RG,2025-05-25,Chennai,18,13,1,3,79.1,7.06,878.84,100,20.71,160.19,47,6.42,4.37,20.42,6
R553ZS,2025-05-25,Bangaluru,24,16,2,2,111.91,30.63,1428.57,120,40.28,358.24,75,9.75,4.18,25.79,11
R268LB,2025-05-25,Bangaluru,16,12,2,3,74.19,7.66,768.9,80,24.86,218.59,62,5.67,4.37,25.36,10
R273JP,2025-05-25,Hyderabad,16,12,0,1,72.04,15.69,741.32,80,27.12,182.3,58,6.68,4.17,21.96,0
R734FG,2025-05-25,Mumbai,13,12,1,3,50.74,17.77,517.82,80,26.76,132.28,65,5.42,4.45,24.07,2
R373CJ,2025-05-25,Bangaluru,18,13,0,2,80.78,2.15,871.88,100,21.44,168.8,46,5.44,4.64,26.16,9
R195UX,2025-05-25,Mumbai,16,10,3,1,74.39,19.42,778.9,80,26.15,203.2,85,7.41,4.27,22.53,1
R476MT,2025-05-25,Hyderabad,16,12,2,3,67.5,19.87,740.35,80,21.38,182.9,54,6.26,4.47,21.68,2
R739XX,2025-05-25,Delhi,21,15,3,2,95.98,2.82,1172.94,100,38.78,214.08,64,7.91,4.61,22.67,3
R212YO,2025-05-25,Delhi,13,8,3,0,57.95,2.39,570.33,80,13.04,119.08,71,5.01,4.03,19.9,2
R399CK,2025-05-25,Delhi,21,17,2,1,96.28,4.92,1165.76,100,27.06,207.09,49,7.43,4.56,21.34,0
R261FJ,2025-05-25,Chennai,13,9,1,2,54.12,7.41,438.38,80,15.41,119.16,77,5.14,4.01,20.94,1
R135ZB,2025-05-25,Mumbai,24,19,3,2,105.37,8.4,1319.86,120,37.96,249.48,59,9.29,4.75,20.22,5
R424LN,2025-05-25,Delhi,22,15,1,3,94.81,9.93,964.13,100,25.87,186.4,61,8.22,4.33,20.41,2
R547QO,2025-05-25,Hyderabad,16,11,2,3,67.47,8.76,659.56,80,21.65,173.15,59,5.36,4.37,24.44,10
R352TY,2025-05-25,Hyderabad,17,12,0,1,79.33,6.84,885.97,80,19.67,214.58,50,6.48,4.04,19.83,8
R498NP,2025-05-25,Hyderabad,20,15,0,0,88.49,14.68,796.31,100,33.96,207.71,83,8.48,4.6,19.89,4
R821QS,2025-05-25,Hyderabad,16,10,3,0,74.45,20.65,874.26,80,19.19,267.8,37,6.35,4.02,23.21,3
R883UT,2025-05-25,Delhi,19,16,0,0,76.66,18.46,925.94,100,21.37,233.42,38,6.23,4.53,23.6,4
R864KP,2025-05-25,Bangaluru,14,10,2,0,65.4,7.08,685.58,80,17.25,175.31,45,5.1,4.15,21.82,2
R617QA,2025-05-25,Hyderabad,21,17,1,3,107.52,15.14,1053.58,100,36.58,297.94,36,7.47,4.59,25.67,0
R254HZ,2025-05-25,Bangaluru,22,19,1,0,92.32,3.86,1028.61,100,20.63,222.2,50,7.15,4.66,21.68,4
R934CH,2025-05-25,Delhi,22,15,3,3,105.69,27.25,1275.74,100,42.3,303.06,69,9.64,4.3,21.87,6
R631SZ,2025-05-25,Kolkata,19,14,3,3,81.12,4.26,859.87,100,28.63,186.63,46,6.59,4.24,22.72,6
R161JC,2025-05-25,Bangaluru,22,13,1,1,101.27,20.76,1074.88,100,23.83,247.92,52,8.46,4.26,21.97,2
R342PJ,2025-05-25,Bangaluru,10,6,2,3,46.16,5.19,365.67,0,11.33,128.57,47,4.42,4.38,19.67,8
R621QN,2025-05-25,Mumbai,19,17,0,0,84.2,24.31,778.6,100,41.03,224.29,54,7.42,4.4,26.02,1
R321GF,2025-05-25,Kolkata,24,16,1,3,104.1,13.12,1098.11,120,24.25,296.15,70,8.22,4.37,21.81,2
R181UE,2025-05-25,Hyderabad,12,7,2,2,51.86,12.85,535.82,0,18.5,142.08,68,4.78,4.01,26.36,12
R426TH,2025-05-25,Mumbai,17,13,3,2,73.73,13.84,979.29,80,22.47,185.31,78,6.41,4.81,23.01,0
R598PG,2025-05-25,Mumbai,12,10,0,0,47.86,3.89,484.12,0,14.06,132.61,39,3.45,4.63,25.76,3
R407BX,2025-05-25,Delhi,15,11,3,1,71.22,9.48,779.85,80,24.23,158.29,65,6.07,4.07,23.04,6
R814FM,2025-05-25,Kolkata,17,12,3,0,72.54,19.46,767.89,80,20.68,236.59,79,6.77,4.2,24.16,0
R742CD,2025-05-25,Chennai,11,7,2,3,50.02,6.26,531.72,0,15.63,107.1,39,4.45,4.26,22.76,5
R189JQ,2025-05-25,Chennai,14,10,0,3,59.9,2.61,639.77,80,17.28,121.75,40,4.98,4.26,22.81,2
R569FA,2025-05-25,Bangaluru,23,19,3,1,105.91,15.02,1242.89,120,27.04,326.58,80,8.92,4.52,20.04,3
R720PN,2025-05-25,Kolkata,16,10,2,2,71.92,20.8,886.55,80,19.12,215.99,79,6.94,4.3,20.59,0
R114ED,2025-05-25,Bangaluru,19,12,3,1,86.17,24.12,953.78,100,23.43,233.99,66,7.73,4.06,23.51,2
R380DB,2025-05-25,Chennai,19,14,2,0,77.34,2.27,828.18,100,26.32,178.58,36,6.05,4.6,24.41,0
R294AZ,2025-05-25,Kolkata,12,9,3,0,56.14,14.34,593.39,0,10.5,178.86,62,5.08,4.43,22.88,2
R923VA,2025-05-25,Mumbai,23,15,0,2,106.13,22.93,972.11,120,40.63,247.41,51,9.91,4.2,20.12,4
R263UL,2025-05-25,Kolkata,25,17,1,2,115.37,6.92,1234.62,120,38.38,294.31,48,9.07,4.29,22.69,6
R580KQ,2025-05-25,Delhi,23,19,0,0,101.08,13.5,1125.83,120,33.84,215.88,52,8.48,4.44,20.25,2
R168GT,2025-05-25,Hyderabad,14,10,0,2,69.19,8.07,703.95,80,13.31,175.22,41,5.18,4.51,23.01,10
R887TJ,2025-05-25,Hyderabad,25,16,1,2,117.39,11.09,1275.09,120,17.99,282.22,89,9.01,4.38,21.9,11
R561CE,2025-05-25,Bangaluru,17,15,3,3,69.99,23.09,918.5,80,15.25,246.01,86,6.32,4.77,25.32,7
R786CI,2025-05-25,Mumbai,16,13,3,0,67.78,14.89,651.08,80,22.35,187.47,51,5.68,4.77,23.09,1
R753VY,2025-05-25,Mumbai,19,14,2,1,90.41,16.14,842.5,100,14.05,236.41,75,6.97,4.19,23.8,2
R543DI,2025-05-25,Chennai,19,14,1,2,84.27,17.76,829.97,100,28.93,204.25,59,8.49,4.72,19.43,2
R834KH,2025-05-25,Mumbai,17,12,1,3,70.19,21.8,631.12,80,12.18,220.74,87,5.95,4.15,26.66,1
R162VG,2025-05-25,Delhi,20,14,3,2,91.35,22.59,1081.64,100,20.99,274.41,70,7.08,4.22,24.56,3
R337YN,2025-05-25,Hyderabad,14,12,2,1,65.32,13.95,721.14,80,12.29,168.57,72,5.39,4.44,23.79,3
R706EQ,2025-05-25,Chennai,17,14,0,0,78.29,9.75,934.28,80,22.85,211.78,68,6.84,4.81,21.04,2
R780GQ,2025-05-25,Bangaluru,17,11,3,0,76.46,21.12,971.57,80,17.94,196.01,41,6.36,4.22,23.55,6
R813II,2025-05-25,Delhi,14,10,0,1,64.45,17.43,644.57,80,15.21,170.21,52,6.24,4.21,20.09,2
R158BB,2025-05-25,Delhi,26,20,2,1,118.64,36.32,985.16,120,23.15,331.2,51,9.04,4.61,23.78,5
R429ZX,2025-05-25,Delhi,21,15,0,3,93.28,4.94,795.37,100,17.37,196.13,81,6.64,4.12,24.44,6
R191ZZ,2025-05-25,Chennai,16,10,2,2,69.12,8.76,757.69,80,19.57,187.36,74,6.08,4.34,21.24,3
R253LE,2025-05-25,Hyderabad,21,16,0,3,99.15,24.13,1093.21,100,23.41,300.66,71,9.16,4.5,20.85,10
R413LT,2025-05-25,Chennai,17,11,0,0,81.8,6.76,784.17,80,18.47,197.41,77,6.23,4.23,24.76,2
R680LS,2025-05-25,Chennai,11,7,0,1,46.92,15.11,449.83,0,19.57,143.84,80,4.96,4.37,24.75,6
R635QH,2025-05-25,Hyderabad,21,16,2,1,94.37,15.35,809.53,100,40.21,277.23,50,7.45,4.74,26.69,4
R682DW,2025-05-25,Chennai,11,7,2,3,47.72,11.58,587.77,0,17.15,116.48,56,4.67,4.0,23.89,5
R477GZ,2025-05-25,Bangaluru,25,21,2,1,100.09,27.97,1108.09,120,51.45,264.66,86,9.15,4.67,26.93,8
R805SR,2025-05-25,Hyderabad,21,15,1,0,89.13,15.47,1026.65,100,21.03,242.36,85,7.52,4.03,21.91,8
R120BZ,2025-05-25,Hyderabad,13,11,2,0,60.71,2.95,600.79,80,10.97,179.78,51,4.88,4.64,20.18,12
R117PV,2025-05-25,Chennai,13,10,2,2,57.23,13.0,486.49,80,9.04,161.75,60,4.85,4.61,22.92,6
R412BT,2025-05-25,Delhi,23,16,1,1,101.93,24.77,1290.93,120,25.71,220.93,51,8.89,4.06,20.28,6
R743QL,2025-05-25,Delhi,24,15,2,0,116.08,14.23,1026.8,120,31.34,229.29,20,8.7,4.05,27.18,4
R965ZM,2025-05-25,Mumbai,28,17,0,0,128.53,16.52,1565.11,120,42.64,355.74,55,8.85,4.02,26.27,1
R796IU,2025-05-25,Mumbai,24,19,3,3,105.54,30.07,1367.17,120,31.91,278.37,87,10.38,4.57,21.72,0
R584UM,2025-05-25,Hyderabad,24,19,2,2,114.78,9.41,914.31,120,31.94,307.72,64,10.21,4.4,19.94,11
R230HX,2025-05-25,Mumbai,26,17,2,0,114.1,15.09,1363.86,120,41.42,272.17,83,9.84,3.99,24.38,2
R932MG,2025-05-25,Delhi,12,7,2,2,50.45,3.9,497.78,0,17.93,96.59,73,4.65,4.31,24.25,1
R181ZJ,2025-05-25,Bangaluru,23,17,0,2,110.77,2.97,1009.8,120,18.24,221.29,57,7.73,4.68,21.64,10
R288JF,2025-05-25,Delhi,16,12,2,1,69.91,1.35,730.3,80,29.98,140.92,43,5.65,4.22,23.14,0
R640RA,2025-05-25,Hyderabad,18,16,1,0,83.63,2.12,799.39,100,15.2,192.6,85,6.93,4.52,19.42,7
R154PC,2025-05-25,Hyderabad,22,15,2,2,101.49,30.16,1272.16,100,22.2,304.35,52,8.49,4.29,20.94,12
R568JY,2025-05-25,Delhi,20,15,0,2,87.25,1.9,956.8,100,25.75,181.66,55,7.63,4.61,19.42,5
R138XS,2025-05-25,Hyderabad,19,12,3,2,89.05,6.06,893.89,100,31.28,232.54,84,8.6,4.11,19.6,12
R535DY,2025-05-25,Chennai,11,7,3,0,52.98,11.06,577.4,0,18.27,144.44,49,4.48,4.05,26.58,5
R722JN,2025-05-25,Delhi,23,17,3,1,107.68,19.76,1169.67,120,24.41,297.69,62,8.31,4.04,22.17,1
R312UR,2025-05-25,Mumbai,22,19,3,0,98.0,26.17,1219.27,100,36.07,288.55,35,9.03,4.65,20.13,1
R827QA,2025-05-25,Hyderabad,20,14,0,1,89.85,20.64,960.56,100,39.25,233.0,82,8.5,4.19,23.75,1
R772QE,2025-05-25,Delhi,17,14,3,0,77.18,22.91,639.89,80,14.79,176.97,38,5.72,4.68,25.34,5
R148PB,2025-05-25,Hyderabad,14,10,2,0,61.31,4.4,490.26,80,18.11,160.13,45,4.79,4.54,22.0,11
R789FT,2025-05-25,Bangaluru,23,19,2,1,108.47,25.41,1263.4,120,33.97,341.83,70,9.27,4.55,21.61,10
R141TS,2025-05-25,Chennai,22,14,0,1,96.23,17.89,989.77,100,31.73,228.14,33,7.88,4.28,22.44,4
R768SG,2025-05-25,Mumbai,24,16,0,1,110.29,32.68,1139.92,120,40.51,285.71,20,9.22,4.38,22.7,2
R510MM,2025-05-25,Kolkata,12,7,0,3,60.84,1.55,659.21,0,17.81,161.26,79,5.78,4.37,20.62,5
R999XF,2025-05-25,Hyderabad,15,11,3,3,66.51,11.53,651.26,80,19.21,172.4,82,5.75,4.08,24.35,4
R368EN,2025-05-25,Delhi,19,13,2,0,84.21,21.07,927.83,100,31.41,244.0,40,7.82,4.27,21.39,4
R468LK,2025-05-25,Hyderabad,21,15,2,3,93.09,19.32,980.41,100,31.96,305.59,40,7.42,4.37,27.15,2
R227RP,2025-05-25,Kolkata,19,12,2,1,83.84,14.59,770.35,100,22.33,267.89,47,6.82,4.31,21.4,6
R941WB,2025-05-25,Delhi,20,16,3,3,87.46,25.62,891.69,100,31.05,251.48,90,8.95,4.68,19.94,4
R153ZI,2025-05-25,Delhi,17,13,1,2,78.42,18.68,888.12,80,22.35,241.02,90,7.03,4.73,25.16,1
R973HB,2025-05-25,Bangaluru,22,16,2,2,106.29,17.23,1147.54,100,30.61,276.89,75,8.26,4.04,26.89,10
R132AA,2025-05-25,Chennai,11,7,1,3,47.43,15.22,444.91,0,9.97,150.27,50,4.5,4.02,22.35,1
R984YX,2025-05-25,Mumbai,19,14,0,0,77.19,22.05,806.61,100,15.8,240.04,68,7.42,4.67,19.52,5
R920NL,2025-05-25,Kolkata,11,7,0,2,50.3,6.44,480.12,0,22.11,121.66,90,5.1,4.07,24.63,4
R498JN,2025-05-25,Kolkata,18,13,0,2,84.1,22.86,835.08,100,29.8,235.09,38,7.21,4.38,22.14,1
R177VM,2025-05-25,Mumbai,25,17,3,1,119.72,6.4,1102.08,120,48.79,331.8,39,8.66,4.31,24.78,0
R297AE,2025-05-25,Bangaluru,18,14,2,1,81.23,7.1,904.65,100,14.12,182.11,48,5.72,4.68,23.17,4
R345XO,2025-05-25,Hyderabad,16,13,1,0,72.85,5.93,812.79,80,18.0,165.48,57,6.11,4.42,20.27,11
R445QT,2025-05-25,Mumbai,13,10,2,1,62.26,1.62,713.59,80,13.53,167.04,43,4.62,4.49,23.65,4
R967GR,2025-05-25,Hyderabad,20,18,0,2,92.3,12.75,1124.29,100,24.93,238.05,44,6.29,4.77,26.94,8
R690NV,2025-05-25,Delhi,15,10,2,0,66.26,19.24,758.69,80,17.95,182.58,40,5.57,4.26,24.11,4
R847CJ,2025-05-25,Chennai,12,10,3,1,55.75,15.72,611.41,0,12.76,152.52,71,5.13,4.66,23.51,4
R894BS,2025-05-25,Chennai,13,10,1,2,59.43,5.28,536.16,80,16.76,160.68,37,4.63,4.62,23.64,2
R950JB,2025-05-25,Kolkata,23,17,2,3,110.69,10.32,1027.67,120,26.72,280.64,56,8.54,4.64,22.3,6
R480LW,2025-05-25,Chennai,26,21,1,0,115.27,10.05,1136.63,120,25.92,255.32,31,8.41,4.53,20.74,4
R794SU,2025-05-25,Delhi,14,10,0,1,63.64,16.43,664.74,80,16.1,187.45,72,5.86,4.04,23.66,5
R441DG,2025-05-25,Chennai,18,13,0,0,81.93,22.51,745.44,100,16.21,192.66,51,6.06,4.24,25.64,2
R382QQ,2025-05-25,Chennai,21,18,2,3,96.75,27.74,1135.38,100,34.65,240.03,62,9.57,4.61,20.37,5
R295PP,2025-05-25,Delhi,13,11,2,3,63.11,9.63,620.89,80,16.91,158.39,71,6.24,4.7,19.9,2
R321CB,2025-05-25,Mumbai,18,11,2,2,80.85,12.81,927.08,100,18.17,223.36,55,6.62,4.01,23.1,0
R663LH,2025-05-25,Delhi,22,16,1,1,88.58,15.43,885.26,100,26.96,183.52,82,8.28,4.11,20.62,4
R143SM,2025-05-25,Mumbai,15,10,2,0,68.28,3.38,615.22,80,22.84,177.83,90,6.33,4.39,22.2,5
R431NG,2025-05-25,Delhi,17,14,0,1,83.64,18.66,942.47,80,18.44,231.65,54,6.54,4.68,23.37,1
R439FL,2025-05-26,Mumbai,6,5,0,0,27.45,2.12,299.32,0,10.05,57.05,69,3.28,4.68,20.54,2
R652UY,2025-05-26,Bangaluru,12,10,2,1,55.92,13.42,614.11,0,12.86,131.12,85,5.48,4.82,22.54,5
R860DT,2025-05-26,Bangaluru,6,5,0,0,26.53,3.6,272.89,0,5.77,68.71,36,2.2,4.77,24.87,1
R449FJ,2025-05-26,Bangaluru,10,8,1,3,42.55,4.36,546.75,0,10.65,125.86,83,3.82,4.51,25.78,7
R280VJ,2025-05-26,Chennai,9,7,0,0,44.11,7.64,410.68,0,15.25,120.15,64,4.61,4.22,21.37,3
R766TO,2025-05-26,Kolkata,8,5,0,2,34.24,2.99,348.92,0,11.23,101.45,55,3.54,4.06,22.45,1
R485YS,2025-05-26,Hyderabad,6,5,0,1,24.14,0.51,311.03,0,8.1,65.49,76,2.94,4.53,22.98,5
